subdomain,url,count
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/12852530635417.json,1
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/12920893897753.json,7
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/13002799123353.json,4
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/13509951699609.json,40
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/13648155462553.json,30
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/14379832702617.json,13
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/14612506333337.json,10
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/14657297221785.json,2
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/14862647660441.json,9
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15124665210137.json,1
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15498373251737.json,1
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15509643859609.json,42
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15552235690137.json,1
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15552418075929.json,2
fyidocs,https://fyidocs.zendesk.com/api/v2/organizations/15715557841049.json,1
halodoc,/api/services/staff/email/laga.indra.lesmana@halodoc.com,52
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/6670e5ed473610bdb646684e/slices.json,1
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/675985601183b498dac6a365/slices.json,2
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/685575b27f859222722016e5/slices.json,2
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/6855954135fc41a8b9023ac3/slices.json,2
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/685667e9f99b5eebb796e121/slices.json,1
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/6989f5e79119d77a37405c2b/slices.json,1
halodoc,http://classic.classic.svc.cluster.local/api/v2/internal/chat/conversations/69b82207429cf57dee6045fd/tickets/2069802.json,1
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/29510773325721/apply,1
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/43348285455257/apply,6
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/47663756183449/apply,1
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/47795753082265/apply,2
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/54120506034841/apply,5
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/54235586011801/apply,2
halodoc,https://classic.classic.svc.cluster.local/api/lotus/macros/54797499964569/apply,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2050677/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2067795/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069259/conversation_data,5
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069468/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069732/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069737/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069748/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069753/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069772/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069783/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069785/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069787/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069788/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069790/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069792/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069793/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069795/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069796/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069797/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069801/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069802/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069803/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069804/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069805/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069806/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069807/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069808/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069809/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069812/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069813/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069814/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069815/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069816/conversation_data,2
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069819/conversation_data,1
halodoc,https://classic.classic.svc.cluster.local/api/v2/internal/chat/tickets/2069821/conversation_data,1
